Wallet Address,Address Type,Point,Ranking
0x5f20a0ee72cab0162479874316fe6c199a0d5b67,EVM,230,98
0xe2ca5521cac74d2bb2ce3e1fad79a1e71ee5b95a,EVM,230,98
0x7bae01034704381d3f7b09d3c1f1fbd17d71acb4,EVM,225,103
0x51d2bf026fde1ce087c178d9ce3f91fdebf054e6,EVM,225,103
0xdf4a612ebc3a4135d55b576bbb6b78543c8be261,EVM,225,103
0x97ac402a98c33ca0194bc51377159c635ce2f672,EVM,225,103
0xef664bc9783c4f09adbd708c51e682c73f19899d,EVM,225,103
0xff4bae48a145c44429ca93b6d1bc8e655fcb6055,EVM,225,103
0xdb6c66aca162d109304d59203e035f89708bd5aa,EVM,225,103
0x560e1c866725edc4c3aaabe38683a7ec8420c31f,EVM,225,103
0xb4e63e42e2f7c2d9c705fba3fdd3a09afdae68ab,EVM,220,111
0x073bd72a224946a368148399c1c8b558605d90bd,EVM,220,111
0xc05ac07b7fedb964c993220b6675645c88eacf5f,EVM,220,111
0xbefe2497ebdf0c2ee8f49ab52ddcfa010daab3b3,EVM,220,111
0x0aba973ba5fac4fc20c3ad7047fbc992611583d4,EVM,220,111
0x6b2b94b69f03f3b3a917778e610f41f1318a5bf0,EVM,215,116
0x81315c54aa0e74bde7b4c60cbce3dac6f20f4625,EVM,215,116
0xd020dcd3ed9a57554d98eb29c91f1746b40d22dc,EVM,215,116
0x1be49f4c800ec9de69d3d906adc995c52b9a23d5,EVM,210,119
0x7911ed1eec934f1c3719d5c760c01cf77f6f38f8,EVM,210,119
0x2eccffd5c709830f440912ca911e37e6043fefe0,EVM,210,119
9GuyVMKJ9pRHRhVY2C85ce,Galxe ID,210,119
0xcd02389ac7857df86301bfc1ff5e0e29779083db,EVM,210,119
0x854759239c4b9d1803718f39ca9b40860d78cb76,EVM,210,119
0x3d31b6eccd7a3109e8a497c4273b5d71f121dad4,EVM,210,119
0x5f203ff3a20c74bae3a723bff8b34cda33a52eb2,EVM,210,119
0xb9c9552dce65323b5e3c37e4e6b7f3b05b7981d9,EVM,210,119
0xaeec8893388b023956441c4e06d637904aaf182c,EVM,210,119
0x2d56f1dd1f2df324c57457f0134a4279d76b65e3,EVM,210,119
0x268703ed376f7ef210bba3a8c4bc7b75ad63c630,EVM,210,119
0x9acb0e05ffa9e08777aa4dfb3c2c77a58103f6ab,EVM,210,119
0x2f75325eaa6a1aed5972e8d6bf40d536b4c545d4,EVM,210,119
0x8aa192f1e2523ed09b32638b16585fb14903f1f4,EVM,210,119
0x475cce96552f6ea23bdf7370ffb9eb7b3e23b168,EVM,210,119
0x3ca6eeb49b3c9de67ca09f255d23649ade1e3999,EVM,205,135
0x492b30e7b576ac749f2a398bc31f08d8436ba504,EVM,205,135
0x054becf10c79afa4e60f75b187837be9fb83867d,EVM,205,135
0xc2d118937292ed6614cdef46ffe336e40731a7a8,EVM,205,135
0x73e9fc119f747a5b63a06f705fa5ab1a174b559d,EVM,205,135
0x3a79262632abd073ba445aefdaff1a5488e20b70,EVM,205,135
0x644e420066bc23683ab77ba8250079c5bcd4dca7,EVM,205,135
0x3d635c7e8545710535544e816c54f82deb3bddb3,EVM,205,135
0xec9c38f0a06ef3ab2c549b3eb90c97e69e1e4e9f,EVM,205,135
0xf60ef476992c7e3415b951509ee5f0de324794a6,EVM,205,135
0xbf4850e4e8d6cd2319b8808b65bedf7cb15358d4,EVM,205,135
0xafd24155de033627f91eb6a4bb55ec642b086e1f,EVM,205,135
0xb388233fc7f3391c41392545bccf0909e5cf4b41,EVM,205,135
0xfeacaf7b8ce56b05d9cc9520f193b89cfa4ab51d,EVM,200,148
0x4b97be965b38c20b7e6c78c1234ac7e13fc2c5ee,EVM,200,148
0x323c52594de60819f2009d54de7d7ad8d4b1a8f2,EVM,200,148
0x70b3eb071b028c6eb95ef9643a6ecd3eaa823a10,EVM,200,148
0x48b6f47b4fb9c69b2597056c90bd8fc71987dee7,EVM,200,148
0x4e63988b407d1adf21b56d89f0c91ebe31d4fe6e,EVM,200,148
0xab69ec70b0fe3a0c9f83abbeb70f5dbfbf8d99fd,EVM,200,148
0xc7b2e791ee0491c8df611d5ccfd87b17a0cb9897,EVM,200,148
0x5cd6ec6c709990447eea61040cac9079e8247af0,EVM,200,148
0x0fb6b07c2e7e9eada6548b3da9997a19a9658841,EVM,200,148
0x7e77bd0e63ab0b9b0a1935df2fdf8fbb85a228c0,EVM,200,148
0x5ce84fdb8a13b1c6378291c993543ed4cfd4a831,EVM,200,148
0xcfea7e948c0215e46da3327a8b505ac1c2cae6d6,EVM,200,148
0x4913cff514b8f77b0f1e89507e6ca835efcd68f3,EVM,200,148
0x2c21e5bdf5a29c6d6dc89838c4815b539f9f8b89,EVM,195,162
0x525132158d6966ad6ba7b729295a73616a8a06a8,EVM,195,162
0x3e68fca5b47bf0510debb0fa95d51c54b032a1c8,EVM,195,162
0xfb91a0d6dff39f19d0ea9c988ad8dfb93244c40b,EVM,195,162
0x414006661707a58cf613538439b7fb50654298dc,EVM,195,162
0x54b4b93e56a0c65b93cfddb7327441661319ca51,EVM,195,162
0x1e2c165400d6ea634771f4c2b3892515a1b6725b,EVM,195,162
0x01d8c737cf92baad532a9f5d5efb3193d639a9e2,EVM,195,162
0x9afaeaf7bad7349b4b992eb5505a9660c1a8a5ce,EVM,195,162
0x2b062e868df35d6b9749e3d9062ab2313b3c1a5f,EVM,195,162
0x6020103332c6ec6b255eda18e981473f2d3a9699,EVM,195,162
0x6ff5723435b7dfc2371b57fb5cb4c373e5995c78,EVM,190,173
0x98488c8a8005e8cae743d571d2a0f87db288ea99,EVM,190,173
0x91bf28e62b7752097afc4af2fdbd27d0b41f778f,EVM,185,175
0x47a3be23471ef3b638d957b506c670cc4dcb3ca5,EVM,185,175
0x014b1ef8c2f8fc482e2c7078cad76d728c16a925,EVM,185,175
0x8308e2c9c2bd71547cd9a4882beaba16f41aeff7,EVM,185,175
0x2345dd504cd09f6613ac8a8b1d5c855315183daf,EVM,185,175
0x0364723830e1ecd45a3695a3f441bef4370f9034,EVM,185,175
0xa4b721587c0254bb1d5ed43c13ef01dd01332c41,EVM,185,175
0x5d0aeb8eeb92741961afa332f880917f104fa3ad,EVM,185,175
0x9d5383c3fbe40bb9fa7b9191a8b838b902213a3b,EVM,185,175
0xca0579ce434f51ae862a1d411bc28bdd4e2eb7bf,EVM,185,175
0xbe81943cbf5e24b615407d035aff451bfb2e94e4,EVM,185,175
0xfd7c36b8c3a22db47df585e4dff840cb9da1f92f,EVM,185,175
0xbd69ca588bca0d58089166dfca27c33b8a3689f7,EVM,185,175
0xfb92c126f3a4df7a725931b8760ab7c880cbe976,EVM,185,175
0xf70c59a9a73387f7ec7f46b5817a49094c84037d,EVM,185,175
0x8a48267e07b841cdf7bec009cdd5e88ef2c61092,EVM,185,175
0xf0d9669eea2b3ef4956e1eb8bbc8542252ca2231,EVM,185,175
0xa1cae067a4f7115d0b26a13840fc090b608d53e2,EVM,185,175
0x63e6555970a78feb5302286de39ee5dcf04848e9,EVM,185,175
0xccd610b5bb21929beaadd5207acc7b90cc30fed7,EVM,185,175
0x0172c057b707f91a8c5f42a4440a34a7ad5586b6,EVM,185,175
0xf9d04690f226db920f135b01bc315d513e406bb2,EVM,185,175
0x44e4ccebba24e48b3094fb1a9bd944abfad29eca,EVM,185,175
0xddcc66a0532aab46848eebcb17eb2deea2248c7f,EVM,185,175
0x4361b400c014d97b374662c7c3d7bdaeb528a775,EVM,185,175
0x5df635a054adf43754b766f32013ad86ba423e4b,EVM,185,175
0x58975e857e146e7a0015fb148ec2704111439961,EVM,185,175
0x49e4109ffe2613edfe479010af66b6670468722e,EVM,185,175
0x64ae8c704bcf25a85078f31986043d425d002c0c,EVM,185,175
0xce19f64c11012cd51efbb28278424b23fa0a1b4b,EVM,185,175
0x1d00bf3ef4e86ed5b3d05b534d19608d4da1c034,EVM,185,175
0x97f763ca5898407541f3892a0eccfd1f9d51fd46,EVM,185,175
0x47400da4c778655e7e8b4c72557289321dff098d,EVM,185,175
0x91f6ef04ea5543250d99119ca440090d2238cce2,EVM,185,175
0xf18472c8bb81bd23d7c749fb060805a052e3ec8e,EVM,185,175
0xaefcda6b2cf4ecc7a7e07099c79a729a7c8b91f7,EVM,185,175
0x200b84a4a15ad845edb8ce10a4ee527ee9233f3d,EVM,185,175
0x6740888dad1a16931a1dcdd16538c9edd8c5ade0,EVM,185,175
0x028e56cb58f29af9198e0b446a5014265623360e,EVM,185,175
0x97b6653606dbe7075f72ae5c0a13e6691e8b8dfe,EVM,185,175
0x0cf603c60a2c058857210cbc539f19e48779b7fe,EVM,185,175
0x2ac04e09e1aa339ce25cfef14b090ed88b3a691f,EVM,185,175
0x003addda0586e9cc879cdc96c405af660250348f,EVM,185,175
0x4fddd3abcaf4eee299d2cb877a1cb026627066f5,EVM,185,175
0x3e864292cea6c7af94d902c4eb3b8116a709cd6d,EVM,185,175
0xc070f43a770c6435ae5c587d27b7c53641d645c6,EVM,185,175
0xfdc47b435bd37c6a93034f7f602580a5a52a99dd,EVM,185,175
0x163819612f2177b0c09900d8968fec8f6222d29c,EVM,185,175
0x6a1ff2aaaab0837f940ed7471e16d84e8953a035,EVM,185,175
0xfd4f03ad7da48fbcb203e168526bb24ab698e6ef,EVM,185,175
0xacf74ede037468b5aaad437fe8691e7f5ebf3441,EVM,185,175
0xd833a278e58019d366470647b591020f60fe2299,EVM,185,175
0x3cf0f00c2aaa12ceefbd6116073a0833508f8901,EVM,185,175
0x6e6d512d4f3f4ea52218cc221dea5b6791ea9dd6,EVM,185,175
0x38b4632e809d08918fae775ecf58a7dec6a9afe8,EVM,185,175
0x5c11c23e5067e16b4b6f793a0b2d689bf14e8dd2,EVM,185,175
0xdc02781bd75fa9102e00440a7e6176985430074d,EVM,185,175
0x95e8fc73eba479e30292b0c4b590413856eefee3,EVM,185,175
0xb4fe2ccda14c4f4695b542c144a42b9d6008309f,EVM,185,175
0xb1f4a941b2b5566ff5c5b558fabed425c4c59791,EVM,185,175
0x38f926551456a8cf6da4f0fdfb96b39f4c53db45,EVM,185,175
0x78fc611c78e42632fe4834ea358c5b649480c83e,EVM,185,175
0x290db8d204833ea62e25d581cbb472cfe09b876d,EVM,185,175
0xac390a5faf8b22af31d374fe7b47ebef24743aff,EVM,185,175
0x80b21c49b2cb7b3d8956e028a7776df7863f4538,EVM,185,175
0xf494cc00a9cd6ddb3f0ac195304dba3c84afc365,EVM,185,175
0xfdcc646bbf2cce1c6e9b8441ab5706f7fbcd02e1,EVM,185,175
0x55937c43e5a30d9f461e21bb7325d5bd9057f85b,EVM,185,175
0xc17c0c622a2f500770666b9cd5a8738d2987e588,EVM,185,175
0x500799f9be283ac2f4d035c83b7bcf55d9d24245,EVM,185,175
0xaaf48b7705bf11f95d439d45053188d559a33983,EVM,185,175
0xb2c349bcc51e697a2898419d06d31935c5a9b92d,EVM,185,175
0x492f2a6deb1c7e298319d6fff72cfdde13b4cb55,EVM,185,175
0x032dacada0834e3239662ed4a6eaf038260b6920,EVM,180,248
0x86c16f44bc75851a9e2e16e28366add78169fea9,EVM,180,248
0x38afaedb78e2a0018860b06fe231292184ca14c3,EVM,180,248
0xa3939caecf3f7846cfedeb50ed717c628bf23193,EVM,180,248
0xe45075a19efef9a46abb8c82484780b1e9abdc6d,EVM,180,248
0xaec1028a1efcc54fd702a6fb409c27acb6f71041,EVM,180,248
0x7de00ae41ff6f6c5566aa6a3be3b8277ffab5b24,EVM,180,248
0x898036e0c87855758450e0d33a5195678bfeea53,EVM,175,255
0x3b1925168a10632760c4ff9ddac7b6ee7bd476ab,EVM,175,255
0x7d4053510c0e2ce0f127cf890fdb84f1a36cdc6d,EVM,175,255
0x133bb0332c9337c57175f62d0eaaf0e6497a3c08,EVM,175,255
0xa4de3ab4ba9ff7d7290f497c04775a0d4a40e5b2,EVM,175,255
0x4f3a8e24210f33cdc86e4e759f4af43ec39c3414,EVM,175,255
0x14acb3fa3f52efe9f66ea068b00b18083ebef92f,EVM,175,255
0x560c91f40bada58aeb8f0f0607ad7ac59c578147,EVM,175,255
0x32dd05890ccdd06f0529704f81d7e580ca09e070,EVM,175,255
0x7214b4ed1ff51245b4b8be7e00e7ba36e3f9d0ea,EVM,175,255
0x0bc661c904ee660424a888967192f0329602bc40,EVM,175,255
0xd930ccafdbd00582d271f8c70eb7a6ed9ae59ab6,EVM,175,255
0x9b31d857ef210fe5e3199ef169f9ee455a2b65fe,EVM,175,255
0xa328bd685be8b45c1e940aadfa0da92d336ca49b,EVM,175,255
0x327362117b56e0fc84ccda5e5e748a9515c30496,EVM,175,255
0xc771810be685f5168a1b78bf3d6e978091601225,EVM,175,255
0xc1577b7b7a9f7e7ab7f4135c5599698fa6142bb6,EVM,175,255
0xf87151d670befefbe9e0ff42709b102657cd110c,EVM,175,255
0x5a73dedb8256eda3c0ec62f88485e3b50c29a17d,EVM,175,255
0xdbdfbc4aa72482d68f2d54437b1037dfb3050c6c,EVM,175,255
0xc67823b71200391f72a40d827f7b0157e49c62b2,EVM,175,255
0x2b3cf70d77052cc4e352d6ebf9ce887b225413f9,EVM,175,255
0xd8a9c601f340272bdde86e563f2630f0cbdcd4fb,EVM,175,255
0x31cf3bf123087d012c1820f7b9dbea246a6cb181,EVM,175,255
0xa8f998fed99ca231f178ef83619cd1846a463a23,EVM,175,255
0x54cd0d24b6b1a69638f8df39e2c09668dc093ef8,EVM,175,255
0x8137825b2f979998627129c2e9296d45b7833c55,EVM,175,255
0xb1ac95a15ab91e6746ddf1c1735f8e524aad8d19,EVM,175,255
0x6a79be56a33c4124a17dd88debff888a460877e5,EVM,175,255
0x84543be6f080e49d85a242c155d79240052f98ad,EVM,175,255
0x39b45762265927f31b8a4c5ac4993f2efc9fbc5b,EVM,175,255
0x9eba5de3f35d0ae4d75570a5710e4adfb366bf0a,EVM,175,255
0x93adc2861957f1ee1ef6867d9e857e457c6e25e0,EVM,175,255
0x768f7d4b5bd04ceb59bf30253f49ce3519c56d47,EVM,175,255
0x37c3b37afb28844af4e43c89ed6264d7917c9040,EVM,175,255
0xdbc655c6d5188d9114e7baa5a676767e7c34d68b,EVM,175,255
0xf1653323d095392caa4f8787943d84b4690c5e41,EVM,175,255
0x6a1009d373d6b93ab1e9186042266fe7a7f2c5df,EVM,175,255
0x24e5370b8b315ac5a94dd79cde0608b42fca27c2,EVM,175,255
0xb5e84a47114628f10281aee3dfbfa643f06d40da,EVM,175,255
0x451be60e4f9a65dabf971fd1572b1e6d5bf513f4,EVM,175,255
0xe81af6c6f057c99f6adf38d2c891437b0f9ba5e6,EVM,175,255
0x8e2f9ad964eb0e40e833378b246fbfaee2ca6c44,EVM,175,255
0x24bacc89dbf3a2f8d2508f47bb49cf3041979eb6,EVM,175,255
0xa6c309310540ad5dc502dc2cfea011296ce4e5f8,EVM,175,255
0xd814d33467bb511d7fb9a60cfef05f1474001f0b,EVM,175,255
0x9613d5e46a8adba9b3772db2558f92171fdf84ec,EVM,175,255
0x49891abdc445b8f4ff8afa725854bae2e992bbfe,EVM,175,255
0x52460cc48ca98ea1312b12fd7f2f4a99ee252016,EVM,175,255
0xb863654b04ab70bf05792eb02ad8753af9b1e090,EVM,175,255
0x2780ba529e1b7843b5a502e977d97705caf3d81e,EVM,175,255
0xa2dc865bc253cbf41f0d6a6e9c903dc3c93d19a5,EVM,175,255
0x8b6e3b8661e7e4c09505fea075723e85f00b4732,EVM,175,255
0xce4a499559dc85cc106c2448a91bf718f1f0f077,EVM,175,255
0xf6651a1a437eadf182b900637a9eb1a6de5ef9bb,EVM,175,255
0x784bba24aa4613485098c256046eda38fbfbcc3f,EVM,175,255
0x5e50ae1beeabf1fd0dccb540bffec84d7b5f1407,EVM,175,255
0xbc425f7fa95cf5564830e3fe234007583b730012,EVM,175,255
0x9c68cb191a99d1ed1e9055226b5d97eb3e7d6c1c,EVM,175,255
0xb68648f2aa59875986d328bf6fa3bfa0d7b5190a,EVM,175,255
0xa7067edd64442448fc8e82904ec358ee4896e2e3,EVM,175,255
0x6322a6c40e8c62e63850e7b41dd95f1e13a3dad7,EVM,175,255
0xa111330ecf917e91c4089c4784c361e655a4731b,EVM,175,255
0x81e46280e4d699f901e28e886118013841113767,EVM,175,255
0xe5b0f31b041e7730c3f8aef407b0b4c0633ee4ee,EVM,170,319
0xfa4dcd9854bcf0ecd6ee277a3811e667aaf9a31d,EVM,170,319
0xa12e8b11ed7a5eb91085c1ca5f8cfd6be3d26f31,EVM,170,319
0x2b39399cb22f7e2e7b450196f915817dfa6e976c,EVM,170,319
0x30b33e450735eb5a617c2a4b5c66323079730532,EVM,170,319
0x552a24c832d49c17757232bcdf0343f7f12cca6f,EVM,165,324
0x0b084f50b944a74e77692b5b1f464bc9d30e9af0,EVM,165,324
0x92750f95c3a9036e4836fe3a64070ea46f8fdedd,EVM,165,324
0x0ff33fe9bfd306b4973d94c5c02d43fd28fdcae3,EVM,165,324
0xd2a692b7aa059e37a982dfc4af1c86b7eed29f42,EVM,165,324
0x48e19ae3e4a4395036288f74c970783ba00e097f,EVM,165,324
0x7368b89c3e1efd216ea271a0e1e1f0e0d7df085b,EVM,165,324
0xeb471afc9c58f32ce0599cc694315506713227a1,EVM,165,324
0x002748db885d4ccfe3c7c92143f0805f4ebeec01,EVM,165,324
0xb31fa645f3d92f52ef76bff1401995306c6dbf57,EVM,165,324
0xc1846d9c9ed319ab825b93ff373556f1d2206bb0,EVM,165,324
0x1491390fc8a78c09c1d2887f91c01ba85508a703,EVM,165,324
0x48e69842cb66aa608dff749fc4db8b3a65d0d4a9,EVM,165,324
0x16d30d38ebe5e7211d5382b7f6d3364e311badf3,EVM,165,324
0xf223560726cf3d74ef45468b15de72c405537cba,EVM,165,324
0x4f08de4c321c219d45e1304d371ffb7c7de78ac6,EVM,165,324
0x3104b1578e086eb79e7fea328c9c96ce5c292a5a,EVM,165,324
0x00694c3754be9e16385e876f52481cf78aa1b3cc,EVM,165,324
0x4bb557bb8255088a1324288b1ad36f84e97fdaa7,EVM,165,324
0x7dbf7b0da0c7377992364990aeabf806b690aabe,EVM,165,324
0x0792e49693dde0f434b69052138782dc86c15dbe,EVM,165,324
0xf9475cf515b5cc2d252d633567bd492e32ddae3f,EVM,165,324
0xd7f2e2ff25be8af5e7fd6a98468cf1ec98248ed3,EVM,165,324
0x50ed192cbe8a4e0b5f94c1cdd245a92f454b76c5,EVM,165,324
0x9b843f8f7469771665dc72f9790c63d8d80912a7,EVM,165,324
0xf193ed9037a62ef19fa88c2666861e438851ba07,EVM,165,324
0x6d257180f93a72e18ade119eca150f6fa9813bdc,EVM,165,324
0x656b51e1cead1d5c2dd64fa68a76afb7ef91a528,EVM,165,324
0x1c28bcd3f0b3973da79170d2e836488b26afffc6,EVM,165,324
0xa6c15ed73908840209c20c75751c8076bb883e1f,EVM,165,324
0xf76bdb8a7afe294719ac9ffa1c394046ae35a0a8,EVM,165,324
0xd91efdb92b5d7d2f26440950661c23fe574b4e14,EVM,165,324
0x50b74b30fc5fceeef79a94a682724ee8bcff49f1,EVM,165,324
0x504cc682b41f21a99e46c4c8312c8f340a103b2f,EVM,165,324
0x8e8547a9fdbf3e1357ffd962a2cab58d270d4c0f,EVM,165,324
0x375477341f6be02bab6f4d7d1c4a72a9b77b1128,EVM,165,324
0xa3cbe2f0f98f124c8bcee4133631bed416669bd7,EVM,165,324
0x89d45ac6f6ba04fc2b5e7d249bcfd880e7eb7b8d,EVM,165,324
0x9394d6e3c5cf44621a3f4b078f193a66c617a8bd,EVM,165,324
0x59e40d2901eca537edebeb297dae7dcf6ec3e769,EVM,165,324
0x25db7a21c8842b0c4819c15e4432b7c7766890a6,EVM,165,324
0xcda447d651904da714bffb1c4a0a77ec3d0d19d1,EVM,165,324
0xb8a7c430a7934e83c160f3067873fd3aa2c8abb0,EVM,165,324
0xd7b14c471a5cd2d94b3f1a36fb4a906bd39fb5b0,EVM,165,324
0x170c2001b1f97945407714a0ebfe169f45b02e42,EVM,165,324
0x09bf438b8125e16ec5a092403daedb719ffbee91,EVM,165,324
0x0d52de5d522695936df0001b75706075ce4c98fc,EVM,165,324
0xc62010b3950b490f69525c756cdc17316f465264,EVM,165,324
0x3da2df92e0f0d316c856432ae802c5c63bcb47bf,EVM,165,324
